2025-04-15 11:30:18,361 - DEBUG - pymongo.topology  - {"message": "Starting topology monitoring", "topologyId": {"$oid": "67fe434a9994c0b5bbcfd8df"}}
2025-04-15 12:02:25,481 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4a27c009cec67fa7fc8b"}, "driverConnectionId": 1, "serverConnectionId": 17, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10007.654191000256, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:02:25.481Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 17, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:02:25,483 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4a27c009cec67fa7fc8b"}, "driverConnectionId": 1, "serverConnectionId": 17, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:02:35,492 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4a27c009cec67fa7fc8b"}, "driverConnectionId": 1, "serverConnectionId": 17, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10008.286961000067, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:02:35.491Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 17, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:02:35,495 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4a27c009cec67fa7fc8b"}, "driverConnectionId": 1, "serverConnectionId": 17, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:02:45,502 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4a27c009cec67fa7fc8b"}, "driverConnectionId": 1, "serverConnectionId": 17, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10005.519585000002, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:02:45.502Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 17, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:02:45,503 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4a27c009cec67fa7fc8b"}, "driverConnectionId": 1, "serverConnectionId": 17, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:02:55,511 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4a27c009cec67fa7fc8b"}, "driverConnectionId": 1, "serverConnectionId": 17, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10010.374369999681, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:02:55.510Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 17, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:02:55,513 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4a27c009cec67fa7fc8b"}, "driverConnectionId": 1, "serverConnectionId": 17, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:03:05,523 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4a27c009cec67fa7fc8b"}, "driverConnectionId": 1, "serverConnectionId": 17, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10008.0735800002, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:03:05.522Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 17, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:03:05,525 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4a27c009cec67fa7fc8b"}, "driverConnectionId": 1, "serverConnectionId": 17, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:03:15,533 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4a27c009cec67fa7fc8b"}, "driverConnectionId": 1, "serverConnectionId": 17, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10005.847725999956, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:03:15.532Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 17, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:03:15,533 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4a27c009cec67fa7fc8b"}, "driverConnectionId": 1, "serverConnectionId": 17, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:03:25,539 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4a27c009cec67fa7fc8b"}, "driverConnectionId": 1, "serverConnectionId": 17, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10008.673571000145, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:03:25.538Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 17, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:03:25,542 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4a27c009cec67fa7fc8b"}, "driverConnectionId": 1, "serverConnectionId": 17, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:03:35,550 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4a27c009cec67fa7fc8b"}, "driverConnectionId": 1, "serverConnectionId": 17, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10006.471452999904, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:03:35.549Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 17, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:03:35,554 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4a27c009cec67fa7fc8b"}, "driverConnectionId": 1, "serverConnectionId": 17, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:03:45,561 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4a27c009cec67fa7fc8b"}, "driverConnectionId": 1, "serverConnectionId": 17, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10006.005834999996, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:03:45.561Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 17, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:03:45,562 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4a27c009cec67fa7fc8b"}, "driverConnectionId": 1, "serverConnectionId": 17, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:03:55,571 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4a27c009cec67fa7fc8b"}, "driverConnectionId": 1, "serverConnectionId": 17, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10008.473491000132, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:03:55.570Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 17, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:03:55,572 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4a27c009cec67fa7fc8b"}, "driverConnectionId": 1, "serverConnectionId": 17, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:04:05,582 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4a27c009cec67fa7fc8b"}, "driverConnectionId": 1, "serverConnectionId": 17, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10009.079553999982, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:04:05.581Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 17, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:04:05,585 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4a27c009cec67fa7fc8b"}, "driverConnectionId": 1, "serverConnectionId": 17, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:04:15,592 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4a27c009cec67fa7fc8b"}, "driverConnectionId": 1, "serverConnectionId": 17, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10006.175815000006, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:04:15.592Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 17, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:04:15,593 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4a27c009cec67fa7fc8b"}, "driverConnectionId": 1, "serverConnectionId": 17, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:04:31,555 - DEBUG - pymongo.topology  - {"message": "Starting topology monitoring", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}}
2025-04-15 12:04:31,555 - DEBUG - pymongo.topology  - {"message": "Topology description changed", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "previousDescription": "<TopologyDescription id: 67fe4b4f9c864d68f37a8e82, topology_type: Unknown, servers: []>", "newDescription": "<TopologyDescription id: 67fe4b4f9c864d68f37a8e82, topology_type: Unknown, servers: [<ServerDescription ('mongo', 27017) server_type: Unknown, rtt: None>]>"}
2025-04-15 12:04:31,556 - DEBUG - pymongo.topology  - {"message": "Starting server monitoring", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 12:04:31,556 - DEBUG - pymongo.connection  - {"message": "Connection pool created", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 12:04:31,560 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverHost": "mongo", "serverPort": 27017, "awaited": false}
2025-04-15 12:04:31,561 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": false, "durationMS": 0.6828549999227107, "reply": "{\"helloOk\": true, \"ismaster\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:04:31.561Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 20, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:04:31,562 - DEBUG - pymongo.connection  - {"message": "Connection pool ready", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 12:04:31,563 - DEBUG - pymongo.topology  - {"message": "Topology description changed", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "previousDescription": "<TopologyDescription id: 67fe4b4f9c864d68f37a8e82, topology_type: Unknown, servers: [<ServerDescription ('mongo', 27017) server_type: Unknown, rtt: None>]>", "newDescription": "<TopologyDescription id: 67fe4b4f9c864d68f37a8e82, topology_type: Single, servers: [<ServerDescription ('mongo', 27017) server_type: Standalone, rtt: 0.0006828549999227107>]>"}
2025-04-15 12:04:31,565 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:04:41,575 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10009.763244999704, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:04:41.575Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 20, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:04:41,576 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:04:51,580 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10003.003841000009, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:04:51.578Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 20, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:04:51,582 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:05:01,589 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10006.457290000071, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T12:05:01.588Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 20, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 12:05:01,590 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "driverConnectionId": 1, "serverConnectionId": 20, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 12:05:02,386 - DEBUG - pymongo.serverSelection  - {"message": "Server selection started", "selector": "Primary()", "operation": "find", "topologyDescription": "<TopologyDescription id: 67fe4b4f9c864d68f37a8e82, topology_type: Single, servers: [<ServerDescription ('mongo', 27017) server_type: Standalone, rtt: 0.0008596060399213458>]>", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}}
2025-04-15 12:05:02,387 - DEBUG - pymongo.serverSelection  - {"message": "Server selection succeeded", "selector": "Primary()", "operation": "find", "topologyDescription": "<TopologyDescription id: 67fe4b4f9c864d68f37a8e82, topology_type: Single, servers: [<ServerDescription ('mongo', 27017) server_type: Standalone, rtt: 0.0008596060399213458>]>", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 12:05:02,387 - DEBUG - pymongo.connection  - {"message": "Connection checkout started", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 12:05:02,388 - DEBUG - pymongo.connection  - {"message": "Connection created", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "serverHost": "mongo", "serverPort": 27017, "driverConnectionId": 1}
2025-04-15 12:05:02,437 - DEBUG - pymongo.connection  - {"message": "Connection ready", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "serverHost": "mongo", "serverPort": 27017, "driverConnectionId": 1, "durationMS": 0.048618970999996236}
2025-04-15 12:05:02,438 - DEBUG - pymongo.connection  - {"message": "Connection checked out", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "serverHost": "mongo", "serverPort": 27017, "driverConnectionId": 1, "durationMS": 0.05089464299999236}
2025-04-15 12:05:02,439 - DEBUG - pymongo.command  - {"message": "Command started", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "command": "{\"find\": \"conversations\", \"filter\": {\"_id\": {\"$oid\": \"67fe471213fef0e1d85517e6\"}, \"user_id\": \"67ab34681651d023b1165748\"}, \"limit\": 1, \"singleBatch\": true, \"lsid\": {\"id\": {\"$binary\": {\"base64\": \"xDyEiA3TR5ichDEFxQRsIQ==\", \"subType\": \"04\"}}}, \"$db\": \"mcp-agent-database\"}", "commandName": "find", "databaseName": "mcp-agent-database", "requestId": 596516649, "operationId": 596516649, "driverConnectionId": 1, "serverConnectionId": 22, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 12:05:02,440 - DEBUG - pymongo.command  - {"message": "Command succeeded", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "durationMS": 1.271, "reply": "{\"cursor\": {\"firstBatch\": [{\"_id\": {\"$oid\": \"67fe471213fef0e1d85517e6\"}, \"user_id\": \"67ab34681651d023b1165748\", \"title\": \"Test\", \"date_created\": {\"$date\": \"2025-04-15T11:46:26.966Z\"}, \"date_modified\": {\"$date\": \"2025-04-15T11:46:26.966Z\"}}], \"ns\": \"mcp-agent-database.conversations\"}, \"ok\": 1.0}", "commandName": "find", "databaseName": "mcp-agent-database", "requestId": 596516649, "operationId": 596516649, "driverConnectionId": 1, "serverConnectionId": 22, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 12:05:02,441 - DEBUG - pymongo.connection  - {"message": "Connection checked in", "clientId": {"$oid": "67fe4b4f9c864d68f37a8e82"}, "serverHost": "mongo", "serverPort": 27017, "driverConnectionId": 1}
2025-04-15 12:05:02,441 - INFO - mcp.client.sse  - Connecting to SSE endpoint: http://host.docker.internal:8001/sse
2025-04-15 12:05:02,581 - DEBUG - httpcore.connection  - connect_tcp.started host='host.docker.internal' port=8001 local_address=None timeout=5 socket_options=None
2025-04-15 12:05:02,630 - DEBUG - httpcore.connection  - connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x7fa4d5ec3ed0>
2025-04-15 12:05:02,631 - DEBUG - httpcore.http11  - send_request_headers.started request=<Request [b'GET']>
2025-04-15 12:05:02,632 - DEBUG - httpcore.http11  - send_request_headers.complete
2025-04-15 12:05:02,632 - DEBUG - httpcore.http11  - send_request_body.started request=<Request [b'GET']>
2025-04-15 12:05:02,633 - DEBUG - httpcore.http11  - send_request_body.complete
2025-04-15 12:05:02,633 - DEBUG - httpcore.http11  - receive_response_headers.started request=<Request [b'GET']>
2025-04-15 12:05:02,650 - DEBUG - httpcore.http11  - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'date', b'Tue, 15 Apr 2025 12:05:02 GMT'), (b'server', b'uvicorn'), (b'cache-control', b'no-store'), (b'connection', b'keep-alive'), (b'x-accel-buffering', b'no'), (b'content-type', b'text/event-stream; charset=utf-8'), (b'transfer-encoding', b'chunked')])
2025-04-15 12:05:02,651 - INFO - httpx  - HTTP Request: GET http://host.docker.internal:8001/sse "HTTP/1.1 200 OK"
2025-04-15 12:05:02,652 - DEBUG - mcp.client.sse  - SSE connection established
2025-04-15 12:05:02,652 - DEBUG - httpcore.http11  - receive_response_body.started request=<Request [b'GET']>
2025-04-15 12:05:02,653 - DEBUG - mcp.client.sse  - Received SSE event: endpoint
2025-04-15 12:05:02,653 - INFO - mcp.client.sse  - Received endpoint URL: http://host.docker.internal:8001/messages/?session_id=19fe97fcd2d94d77bdded40f357aa76f
2025-04-15 12:05:02,654 - INFO - mcp.client.sse  - Starting post writer with endpoint URL: http://host.docker.internal:8001/messages/?session_id=19fe97fcd2d94d77bdded40f357aa76f
2025-04-15 12:05:02,655 - DEBUG - mcp.client.sse  - Sending client message: root=JSONRPCRequest(method='initialize', params={'protocolVersion': '2024-11-05', 'capabilities': {'sampling': {}, 'roots': {'listChanged': True}}, 'clientInfo': {'name': 'mcp', 'version': '0.1.0'}}, jsonrpc='2.0', id=0)
2025-04-15 12:05:02,656 - DEBUG - httpcore.connection  - connect_tcp.started host='host.docker.internal' port=8001 local_address=None timeout=5.0 socket_options=None
2025-04-15 12:05:02,661 - DEBUG - httpcore.connection  - connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x7fa4d453fd10>
2025-04-15 12:05:02,662 - DEBUG - httpcore.http11  - send_request_headers.started request=<Request [b'POST']>
2025-04-15 12:05:02,663 - DEBUG - httpcore.http11  - send_request_headers.complete
2025-04-15 12:05:02,663 - DEBUG - httpcore.http11  - send_request_body.started request=<Request [b'POST']>
2025-04-15 12:05:02,664 - DEBUG - httpcore.http11  - send_request_body.complete
2025-04-15 12:05:02,664 - DEBUG - httpcore.http11  - receive_response_headers.started request=<Request [b'POST']>
2025-04-15 12:05:02,666 - DEBUG - httpcore.http11  - receive_response_headers.complete return_value=(b'HTTP/1.1', 202, b'Accepted', [(b'date', b'Tue, 15 Apr 2025 12:05:02 GMT'), (b'server', b'uvicorn'), (b'content-length', b'8')])
2025-04-15 12:05:02,667 - INFO - httpx  - HTTP Request: POST http://host.docker.internal:8001/messages/?session_id=19fe97fcd2d94d77bdded40f357aa76f "HTTP/1.1 202 Accepted"
2025-04-15 12:05:02,667 - DEBUG - httpcore.http11  - receive_response_body.started request=<Request [b'POST']>
2025-04-15 12:05:02,668 - DEBUG - httpcore.http11  - receive_response_body.complete
2025-04-15 12:05:02,668 - DEBUG - httpcore.http11  - response_closed.started
2025-04-15 12:05:02,669 - DEBUG - httpcore.http11  - response_closed.complete
2025-04-15 12:05:02,669 - DEBUG - mcp.client.sse  - Client message sent successfully: 202
2025-04-15 12:05:02,670 - DEBUG - mcp.client.sse  - Received SSE event: message
2025-04-15 12:05:02,670 - DEBUG - mcp.client.sse  - Received server message: root=JSONRPCResponse(jsonrpc='2.0', id=0, result={'protocolVersion': '2024-11-05', 'capabilities': {'experimental': {}, 'prompts': {'listChanged': False}, 'resources': {'subscribe': False, 'listChanged': False}, 'tools': {'listChanged': False}}, 'serverInfo': {'name': 'Location Server', 'version': '1.6.0'}})
2025-04-15 12:05:02,671 - DEBUG - openai.agents  - Creating trace Agent workflow with id trace_504a5b48697a45619c22e4322df4d2af
2025-04-15 12:05:02,672 - DEBUG - openai.agents  - Setting current trace: trace_504a5b48697a45619c22e4322df4d2af
2025-04-15 12:05:02,672 - DEBUG - openai.agents  - Creating span <agents.tracing.span_data.AgentSpanData object at 0x7fa4d45403b0> with id None
2025-04-15 12:05:02,673 - DEBUG - openai.agents  - Creating span <agents.tracing.span_data.MCPListToolsSpanData object at 0x7fa4d4536530> with id None
2025-04-15 12:05:02,673 - DEBUG - mcp.client.sse  - Sending client message: root=JSONRPCNotification(method='notifications/initialized', params=None, jsonrpc='2.0')
2025-04-15 12:05:02,674 - DEBUG - httpcore.http11  - send_request_headers.started request=<Request [b'POST']>
2025-04-15 12:05:02,675 - DEBUG - httpcore.http11  - send_request_headers.complete
2025-04-15 12:05:02,675 - DEBUG - httpcore.http11  - send_request_body.started request=<Request [b'POST']>
2025-04-15 12:05:02,675 - DEBUG - httpcore.http11  - send_request_body.complete
2025-04-15 12:05:02,676 - DEBUG - httpcore.http11  - receive_response_headers.started request=<Request [b'POST']>
2025-04-15 12:05:02,678 - DEBUG - httpcore.http11  - receive_response_headers.complete return_value=(b'HTTP/1.1', 202, b'Accepted', [(b'date', b'Tue, 15 Apr 2025 12:05:02 GMT'), (b'server', b'uvicorn'), (b'content-length', b'8')])
2025-04-15 12:05:02,678 - INFO - httpx  - HTTP Request: POST http://host.docker.internal:8001/messages/?session_id=19fe97fcd2d94d77bdded40f357aa76f "HTTP/1.1 202 Accepted"
2025-04-15 12:05:02,679 - DEBUG - httpcore.http11  - receive_response_body.started request=<Request [b'POST']>
2025-04-15 12:05:02,680 - DEBUG - httpcore.http11  - receive_response_body.complete
2025-04-15 12:05:02,680 - DEBUG - httpcore.http11  - response_closed.started
2025-04-15 12:05:02,681 - DEBUG - httpcore.http11  - response_closed.complete
